passenger_id,real_start_date,real_start_time,start_time,end_time,OD_id,start_ver,end_ver,orginal_start_ver,orginal_end_ver,original_distance,final_distance,matching_or,shared_distance,detour,gap,matching_id,matching_type,matching_ver,
5910,2017-07-01,2017-07-01 08:35,499.0,506.4,1996,77,613,77,613,1364.86,1364.86,1,1364.86,0.00,608.56,5849,0,77,
5221,2017-07-01,2017-07-01 08:18,482.0,506.5,1339,32,353,461,352,6847.18,7225.72,1,2071.21,378.53,0.00,5653,2,131,
4832,2017-07-01,2017-07-01 08:05,469.0,506.5,8278,380,30,537,286,9218.93,9489.20,1,2348.25,270.27,359.97,4999,2,343,
5582,2017-07-01,2017-07-01 08:27,491.0,506.5,2600,80,588,88,651,3724.47,3724.47,1,3724.47,0.00,359.97,5353,0,80,
5876,2017-07-01,2017-07-01 08:35,499.0,506.5,1,27,224,27,675,2519.33,2519.33,1,2519.33,0.00,0.00,5838,0,27,
5880,2017-07-01,2017-07-01 08:35,499.0,506.5,1,27,224,27,675,2519.33,2519.33,1,2519.33,0.00,0.00,5851,0,27,
5530,2017-07-01,2017-07-01 08:26,490.0,506.5,13073,90,16,90,16,3757.35,3770.58,1,3054.17,13.22,20.00,5741,2,91,
5453,2017-07-01,2017-07-01 08:24,488.0,506.6,11553,90,27,90,710,5300.06,5300.06,1,5300.06,0.00,0.00,5488,1,90,
5488,2017-07-01,2017-07-01 08:25,489.0,506.6,11553,90,27,90,710,5300.06,5300.06,1,5300.06,0.00,0.00,5453,0,90,
5782,2017-07-01,2017-07-01 08:32,496.0,506.7,5564,544,32,547,461,2335.26,2335.26,0,,,,,,,
5429,2017-07-01,2017-07-01 08:23,487.0,506.7,416,27,514,27,515,4329.61,5182.72,1,4225.99,853.11,1179.32,5372,0,27,
5922,2017-07-01,2017-07-01 08:36,500.0,506.8,5684,230,517,211,517,1875.28,1875.28,1,1875.28,0.00,0.00,5898,0,230,
5717,2017-07-01,2017-07-01 08:31,495.0,506.8,1362,311,3,311,437,1914.50,1914.50,0,,,,,,,
4828,2017-07-01,2017-07-01 08:05,469.0,506.9,8665,280,723,280,723,8636.43,9837.20,1,2134.62,1200.77,2591.15,4776,0,280,
5254,2017-07-01,2017-07-01 08:19,483.0,506.9,12764,156,11,156,11,6965.43,7526.51,1,2560.10,561.07,0.00,5077,0,156,
5528,2017-07-01,2017-07-01 08:26,490.0,506.9,1901,68,522,68,522,4931.83,4931.83,1,4931.83,0.00,0.00,5507,0,68,
5174,2017-07-01,2017-07-01 08:17,481.0,506.9,6204,596,588,594,588,7185.42,7185.42,1,7185.42,0.00,0.00,5220,1,596,
5699,2017-07-01,2017-07-01 08:30,494.0,506.9,685,230,331,230,110,2944.86,2944.86,1,2944.86,0.00,440.12,5439,0,230,
5347,2017-07-01,2017-07-01 08:21,485.0,506.9,1274,596,354,604,365,5396.71,5946.44,1,3116.61,549.73,0.00,5343,0,596,
5452,2017-07-01,2017-07-01 08:24,488.0,507.0,167,27,586,27,139,4425.60,4425.60,1,4425.60,0.00,813.34,5314,0,27,
5270,2017-07-01,2017-07-01 08:20,484.0,507.0,3254,663,367,304,368,5755.41,5755.41,1,1291.50,0.00,295.44,5937,2,330,
5610,2017-07-01,2017-07-01 08:28,492.0,507.0,1236,80,367,382,374,3087.46,4006.24,1,1982.06,918.78,0.00,5567,0,80,
5371,2017-07-01,2017-07-01 08:22,486.0,507.1,7588,404,10,404,10,4229.55,4275.99,1,1163.67,46.44,359.97,5934,2,343,
5184,2017-07-01,2017-07-01 08:17,481.0,507.1,20909,511,264,513,264,6585.46,7784.20,1,5208.89,1198.74,0.00,5227,1,511,
5820,2017-07-01,2017-07-01 08:33,497.0,507.1,2589,9,479,9,479,2794.55,2794.55,1,2794.55,0.00,0.00,5674,0,9,
5176,2017-07-01,2017-07-01 08:17,481.0,507.1,4924,522,250,664,410,5045.67,5800.54,1,1170.86,754.86,377.43,5744,2,382,
5381,2017-07-01,2017-07-01 08:22,486.0,507.1,6566,632,313,634,313,4816.11,4816.11,1,1723.81,0.00,792.98,5852,2,475,
4747,2017-07-01,2017-07-01 08:03,467.0,507.2,5611,596,6,596,198,10355.63,11577.36,1,2747.05,1221.73,0.00,4841,1,596,
5592,2017-07-01,2017-07-01 08:27,491.0,507.2,5957,394,10,395,10,4602.66,4602.66,1,4063.59,0.00,539.07,5633,1,394,
5384,2017-07-01,2017-07-01 08:22,486.0,507.3,880,473,522,349,522,4500.07,4892.69,1,4121.38,392.62,738.80,5338,0,473,
5792,2017-07-01,2017-07-01 08:33,497.0,507.3,124,80,105,382,541,1886.34,1886.34,0,,,,,,,
5942,2017-07-01,2017-07-01 08:36,500.0,507.3,281,10,582,10,649,2160.53,2160.53,1,1504.71,0.00,655.83,5944,1,10,
5958,2017-07-01,2017-07-01 08:37,501.0,507.3,3568,367,250,389,252,1462.94,1462.94,1,1462.94,0.00,0.00,5596,0,367,
5483,2017-07-01,2017-07-01 08:25,489.0,507.3,881,32,230,291,211,4914.64,4914.64,1,4914.64,0.00,0.00,5565,1,32,
5614,2017-07-01,2017-07-01 08:28,492.0,507.3,1282,314,141,314,135,4282.86,4282.86,1,4282.86,0.00,426.38,5460,0,314,
6027,2017-07-01,2017-07-01 08:39,503.0,507.4,2013,10,522,10,522,1184.58,1184.58,1,1184.58,0.00,0.00,6048,1,10,
6048,2017-07-01,2017-07-01 08:39,503.0,507.4,2013,10,522,10,522,1184.58,1184.58,1,1184.58,0.00,0.00,6027,0,10,
5644,2017-07-01,2017-07-01 08:29,493.0,507.4,928,596,331,596,110,4205.96,4205.96,1,4205.96,0.00,0.00,5676,1,596,
5480,2017-07-01,2017-07-01 08:24,488.0,507.5,8570,1,3,1,3,4726.58,4726.58,1,4726.58,0.00,0.00,5595,1,1,
5171,2017-07-01,2017-07-01 08:17,481.0,507.5,7353,558,529,558,529,7482.52,7482.52,1,3125.51,0.00,0.00,5701,2,27,
5473,2017-07-01,2017-07-01 08:24,488.0,507.5,880,473,522,349,522,4500.07,4500.07,1,1264.90,0.00,0.00,5579,1,473,
5926,2017-07-01,2017-07-01 08:36,500.0,507.5,816,588,95,588,303,2015.17,2015.17,1,2015.17,0.00,0.00,5889,0,588,
5418,2017-07-01,2017-07-01 08:23,487.0,507.6,691,335,236,335,17,6000.01,6040.01,1,3411.01,40.00,0.00,5434,1,335,
5455,2017-07-01,2017-07-01 08:24,488.0,507.6,1735,16,32,16,296,4120.33,5252.35,1,2154.36,1132.02,0.00,5094,0,16,
5193,2017-07-01,2017-07-01 08:18,482.0,507.6,381,27,689,276,455,6597.24,7058.42,1,2528.41,461.19,0.00,5146,0,27,
5570,2017-07-01,2017-07-01 08:27,491.0,507.6,210,68,32,68,297,2832.78,3954.38,1,1257.20,1121.60,821.56,4886,0,68,
5786,2017-07-01,2017-07-01 08:32,496.0,507.6,661,473,348,581,348,2569.99,2569.99,1,2569.99,0.00,0.00,5867,1,473,
5235,2017-07-01,2017-07-01 08:19,483.0,507.7,1967,230,558,214,146,4500.66,5345.14,1,921.92,844.47,726.27,5974,2,463,
5611,2017-07-01,2017-07-01 08:28,492.0,507.7,23290,614,90,614,90,4105.93,4105.93,1,4105.93,0.00,0.00,5726,1,614,
5726,2017-07-01,2017-07-01 08:31,495.0,507.7,23290,614,90,614,90,4105.93,4105.93,1,4105.93,0.00,0.00,5611,0,614,
5145,2017-07-01,2017-07-01 08:16,480.0,507.7,3956,562,582,562,582,5764.83,6192.39,1,5649.82,427.56,1179.32,5089,0,562,
5144,2017-07-01,2017-07-01 08:16,480.0,507.8,6204,596,588,594,588,7185.42,7631.62,1,5980.64,446.20,0.00,5090,0,596,
5648,2017-07-01,2017-07-01 08:29,493.0,507.8,716,313,689,316,689,2844.30,4132.92,1,3488.61,1288.62,644.31,5652,1,313,
5960,2017-07-01,2017-07-01 08:37,501.0,507.8,1996,77,613,77,613,1364.86,2143.08,1,738.83,778.22,1404.25,5991,1,77,
5433,2017-07-01,2017-07-01 08:23,487.0,507.8,1005,588,6,588,198,4897.64,4897.64,0,,,,,,,
5385,2017-07-01,2017-07-01 08:22,486.0,507.8,10583,274,663,281,304,4987.84,6148.02,1,4142.20,1160.17,0.00,5279,0,274,
5442,2017-07-01,2017-07-01 08:24,488.0,507.8,12556,596,364,601,364,4884.47,5650.71,1,4205.96,766.25,0.00,5449,1,596,
4950,2017-07-01,2017-07-01 08:09,473.0,507.9,18426,673,5,673,5,8366.93,9165.17,1,5860.61,798.24,264.21,4688,0,673,
4985,2017-07-01,2017-07-01 08:10,474.0,507.9,8585,280,439,350,439,8160.19,9190.11,1,4407.07,1029.92,671.20,5426,2,141,
5745,2017-07-01,2017-07-01 08:31,495.0,507.9,878,123,16,123,16,3483.04,3483.04,1,3483.04,0.00,709.95,5664,0,123,
5552,2017-07-01,2017-07-01 08:26,490.0,507.9,4856,280,522,350,522,5079.62,5079.62,1,5079.62,0.00,446.22,5399,0,280,
5560,2017-07-01,2017-07-01 08:26,490.0,508.0,5757,105,140,109,140,4483.74,4483.74,1,4483.74,0.00,0.00,5643,1,105,
5415,2017-07-01,2017-07-01 08:23,487.0,508.0,185,27,15,710,206,6238.43,6238.43,1,6238.43,0.00,0.00,5456,1,27,
5651,2017-07-01,2017-07-01 08:29,493.0,508.0,5883,471,123,580,301,2767.69,3864.49,1,1582.46,1096.81,67.51,5276,0,471,
5692,2017-07-01,2017-07-01 08:30,494.0,508.1,610,32,123,461,301,3775.20,3775.20,1,3775.20,0.00,0.00,5773,1,32,
5773,2017-07-01,2017-07-01 08:32,496.0,508.1,610,32,123,461,301,3775.20,3775.20,1,3775.20,0.00,0.00,5692,0,32,
5523,2017-07-01,2017-07-01 08:25,489.0,508.1,2454,596,9,601,9,5280.44,5280.44,1,5280.44,0.00,0.00,5553,1,596,
5190,2017-07-01,2017-07-01 08:18,482.0,508.1,216,27,596,27,594,5918.47,6472.69,1,2219.73,554.23,813.34,5156,0,27,
5180,2017-07-01,2017-07-01 08:17,481.0,508.1,14210,16,2,134,2,6885.42,7046.54,1,5000.05,161.11,770.23,5141,0,16,
5912,2017-07-01,2017-07-01 08:36,500.0,508.2,2733,404,380,249,537,1837.47,1837.47,1,1837.47,0.00,0.00,5891,0,404,
5300,2017-07-01,2017-07-01 08:20,484.0,508.2,9440,68,552,68,552,5839.59,5839.59,1,5839.59,0.00,999.00,5260,0,68,
5486,2017-07-01,2017-07-01 08:25,489.0,508.2,5375,348,48,348,61,4598.18,4598.18,1,4598.18,0.00,0.00,5629,1,348,
5940,2017-07-01,2017-07-01 08:36,500.0,508.2,506,230,224,230,216,2363.51,2363.51,1,2363.51,0.00,0.00,5933,0,230,
4944,2017-07-01,2017-07-01 08:09,473.0,508.2,16638,171,77,171,340,10053.36,10615.54,1,2214.06,562.18,960.68,5023,1,171,
5445,2017-07-01,2017-07-01 08:24,488.0,508.3,1786,314,328,325,375,4768.25,5376.18,1,2887.59,607.92,0.00,5574,1,314,
5150,2017-07-01,2017-07-01 08:16,480.0,508.3,7496,250,471,232,42,7047.59,7148.49,1,3933.95,100.90,452.13,5573,2,115,
5597,2017-07-01,2017-07-01 08:27,491.0,508.3,607,311,393,311,247,3913.57,3913.57,1,3913.57,0.00,0.00,5613,1,311,
5613,2017-07-01,2017-07-01 08:28,492.0,508.3,607,311,393,311,247,3913.57,3913.57,1,3913.57,0.00,0.00,5597,0,311,
5489,2017-07-01,2017-07-01 08:25,489.0,508.3,1706,473,50,473,59,4918.64,4918.64,0,,,,,,,
5756,2017-07-01,2017-07-01 08:31,495.0,508.3,2952,250,335,232,485,3423.57,3423.57,1,1475.51,0.00,0.00,5705,0,250,
5287,2017-07-01,2017-07-01 08:20,484.0,508.4,8378,84,638,84,638,7065.87,8177.63,1,6328.49,1111.75,0.00,5281,0,84,
4914,2017-07-01,2017-07-01 08:08,472.0,508.4,7218,443,31,237,31,8778.47,10178.86,1,3742.97,1400.40,0.00,4997,1,443,
6032,2017-07-01,2017-07-01 08:39,503.0,508.4,579,68,473,68,349,1436.35,1436.35,1,1436.35,0.00,0.00,6049,1,68,
5808,2017-07-01,2017-07-01 08:33,497.0,508.4,191,77,230,77,211,2964.38,2964.38,1,2964.38,0.00,0.00,5839,1,77,
5839,2017-07-01,2017-07-01 08:34,498.0,508.4,191,77,230,77,230,2964.38,2964.38,1,2964.38,0.00,0.00,5808,0,77,
5516,2017-07-01,2017-07-01 08:25,489.0,508.4,150,314,68,325,7,4801.74,4801.74,1,1677.59,-0.00,632.25,5245,0,314,
5649,2017-07-01,2017-07-01 08:29,493.0,508.5,1653,398,380,386,338,2368.68,3485.38,1,558.35,1116.70,0.00,5704,1,398,
5219,2017-07-01,2017-07-01 08:18,482.0,508.5,4081,224,14,224,14,7240.71,7240.71,0,,,,,,,
5628,2017-07-01,2017-07-01 08:28,492.0,508.5,477,32,224,297,216,4748.25,4748.25,1,4748.25,0.00,0.00,5619,0,32,
5490,2017-07-01,2017-07-01 08:25,489.0,508.6,144,335,473,357,477,5038.80,5038.80,1,5038.80,0.00,0.00,5532,1,335,
5911,2017-07-01,2017-07-01 08:36,500.0,508.6,6600,393,328,393,49,1544.52,1544.52,1,1544.52,0.00,0.00,6002,1,393,
6159,2017-07-01,2017-07-01 08:42,506.0,508.6,1192,224,522,224,519,796.90,796.90,1,796.90,0.00,0.00,6139,0,224,
5571,2017-07-01,2017-07-01 08:27,491.0,508.6,2074,394,367,394,367,3357.35,4119.41,1,597.35,762.06,452.99,4714,0,394,
5626,2017-07-01,2017-07-01 08:28,492.0,508.6,1548,673,314,673,314,3565.33,3565.33,1,3565.33,0.00,0.00,5718,1,673,
5471,2017-07-01,2017-07-01 08:24,488.0,508.6,185,27,15,27,206,6238.43,6317.10,1,2672.03,78.67,0.00,5498,1,27,
5417,2017-07-01,2017-07-01 08:23,487.0,508.6,524,473,379,349,381,5438.11,5525.44,1,1262.34,87.33,792.98,5376,0,473,
5829,2017-07-01,2017-07-01 08:34,498.0,508.6,3507,10,463,215,463,2797.18,2797.18,1,2797.18,0.00,0.00,5425,0,10,
5259,2017-07-01,2017-07-01 08:19,483.0,508.7,198,68,105,68,541,6045.80,7327.47,1,6631.01,1281.67,696.46,5288,1,68,
5029,2017-07-01,2017-07-01 08:12,476.0,508.8,16266,95,242,95,242,8916.95,9880.12,1,6883.59,963.17,0.00,5280,2,10,
5720,2017-07-01,2017-07-01 08:31,495.0,508.8,4479,131,15,144,148,3645.06,3645.06,1,3645.06,0.00,0.00,5857,1,131,
5857,2017-07-01,2017-07-01 08:34,498.0,508.8,4479,131,15,144,148,3645.06,3645.06,1,3645.06,0.00,0.00,5720,0,131,
5172,2017-07-01,2017-07-01 08:17,481.0,508.8,5283,596,48,601,61,7901.37,7901.37,1,7185.42,0.00,0.00,5148,0,596,
5752,2017-07-01,2017-07-01 08:31,495.0,508.8,1525,224,95,216,74,3084.03,3084.03,1,2156.91,0.00,558.91,5370,0,224,
5617,2017-07-01,2017-07-01 08:28,492.0,508.8,5797,1,95,1,95,4086.03,4423.59,1,3712.66,337.55,710.93,5694,1,1,
5413,2017-07-01,2017-07-01 08:23,487.0,508.8,20976,507,479,507,479,6491.88,6514.77,1,3401.01,22.89,659.83,5368,0,507,
5318,2017-07-01,2017-07-01 08:21,485.0,508.9,260,27,295,27,295,5647.16,6527.25,1,2519.33,880.10,356.39,5109,0,27,
5683,2017-07-01,2017-07-01 08:30,494.0,508.9,711,236,367,236,368,4074.35,4074.35,1,2598.84,0.00,20.00,5292,0,236,
5501,2017-07-01,2017-07-01 08:25,489.0,508.9,2306,721,27,721,276,5527.08,6204.85,1,4020.14,677.77,902.97,5561,1,721,
5601,2017-07-01,2017-07-01 08:27,491.0,508.9,6629,26,674,26,676,5707.59,5707.59,1,5707.59,0.00,0.00,5562,0,26,
5819,2017-07-01,2017-07-01 08:33,497.0,508.9,10512,1,294,1,294,2711.76,2711.76,1,716.51,0.00,449.68,6102,2,185,
5685,2017-07-01,2017-07-01 08:30,494.0,508.9,2850,348,638,348,462,3186.68,3186.68,1,3186.68,0.00,533.46,5659,0,348,
5671,2017-07-01,2017-07-01 08:30,494.0,509.0,24635,95,207,74,207,3227.80,3227.80,0,,,,,,,
5086,2017-07-01,2017-07-01 08:14,478.0,509.0,10595,48,264,61,18,8622.10,9493.14,1,4412.38,871.04,995.95,5097,1,48,
5345,2017-07-01,2017-07-01 08:21,485.0,509.0,5832,3,15,3,15,6224.53,6264.53,1,2998.94,40.00,20.00,5538,2,60,
5633,2017-07-01,2017-07-01 08:28,492.0,509.0,5646,84,535,82,536,4199.62,4728.71,1,4063.59,529.09,539.07,5592,0,84,
6187,2017-07-01,2017-07-01 08:42,506.0,509.0,9307,367,328,367,328,509.14,509.14,1,509.14,0.00,509.14,6125,0,367,
5864,2017-07-01,2017-07-01 08:34,498.0,509.0,1717,313,663,316,666,2976.48,2976.48,1,2976.48,0.00,0.00,5558,0,313,
5809,2017-07-01,2017-07-01 08:33,497.0,509.1,10127,43,68,43,69,3066.30,3066.30,1,3066.30,0.00,0.00,5856,1,43,
5856,2017-07-01,2017-07-01 08:34,498.0,509.1,10127,43,68,43,69,3066.30,3066.30,1,3066.30,0.00,0.00,5809,0,43,
5871,2017-07-01,2017-07-01 08:34,498.0,509.1,7882,250,114,232,114,1800.12,2566.36,1,1781.17,766.25,0.00,5793,0,250,
5637,2017-07-01,2017-07-01 08:29,493.0,509.2,3849,4,311,4,435,3826.95,3826.95,1,3826.95,0.00,0.00,5751,1,4,
5751,2017-07-01,2017-07-01 08:31,495.0,509.2,3849,4,311,4,435,3826.95,3826.95,1,3826.95,0.00,0.00,5637,0,4,
5788,2017-07-01,2017-07-01 08:32,496.0,509.2,511,236,397,236,396,2889.01,3860.70,1,2111.99,971.69,0.00,5687,0,236,
5640,2017-07-01,2017-07-01 08:29,493.0,509.2,11919,195,32,192,32,3984.98,3984.98,1,3984.98,0.00,234.97,5461,0,195,
5564,2017-07-01,2017-07-01 08:27,491.0,509.2,11398,353,544,352,544,4290.98,5113.77,1,1553.78,822.79,668.38,5251,0,353,
5927,2017-07-01,2017-07-01 08:36,500.0,509.3,2482,80,404,88,249,2890.81,2890.81,1,2890.81,0.00,0.00,5948,1,80,
5909,2017-07-01,2017-07-01 08:35,499.0,509.4,346,310,582,712,649,1824.95,2431.65,1,1504.71,606.70,926.95,5964,1,310,
5641,2017-07-01,2017-07-01 08:29,493.0,509.4,5646,84,535,82,535,4199.62,4199.62,1,4199.62,0.00,0.00,5728,1,84,
5728,2017-07-01,2017-07-01 08:31,495.0,509.4,5646,84,535,82,536,4199.62,4199.62,1,4199.62,0.00,0.00,5641,0,84,
5581,2017-07-01,2017-07-01 08:27,491.0,509.4,6670,532,609,531,609,4432.33,4472.33,1,1732.44,40.00,475.90,5797,2,17,
5719,2017-07-01,2017-07-01 08:31,495.0,509.5,104,335,224,357,675,3975.54,3975.54,1,3975.54,0.00,0.00,5748,1,335,
5507,2017-07-01,2017-07-01 08:25,489.0,509.5,891,68,224,68,675,5728.72,5728.72,1,4931.83,0.00,0.00,5528,1,68,
5395,2017-07-01,2017-07-01 08:22,486.0,509.5,2974,12,27,12,220,6229.31,6229.31,1,804.34,0.00,330.30,6149,2,542,
5294,2017-07-01,2017-07-01 08:20,484.0,509.5,1089,105,145,105,545,6733.11,6733.11,1,2775.88,0.00,0.00,5392,1,105,
5296,2017-07-01,2017-07-01 08:20,484.0,509.5,9797,522,2,664,46,5303.67,5994.26,1,3211.02,690.59,740.80,5272,0,522,
5668,2017-07-01,2017-07-01 08:29,493.0,509.5,3560,68,5,69,5,3304.56,4250.80,1,765.75,946.24,1098.71,6035,2,103,
5533,2017-07-01,2017-07-01 08:26,490.0,509.5,997,335,479,357,47,3863.79,5251.96,1,3167.69,1388.18,593.74,5568,1,335,
5379,2017-07-01,2017-07-01 08:22,486.0,509.5,1084,609,27,609,220,7020.60,7020.60,1,6423.25,0.00,0.00,5587,2,394,
5587,2017-07-01,2017-07-01 08:27,491.0,509.5,618,394,27,395,27,6423.25,6423.25,1,6423.25,0.00,0.00,5379,0,394,
5225,2017-07-01,2017-07-01 08:18,482.0,509.6,6128,427,380,436,537,5069.31,6529.30,1,2368.22,1459.99,542.79,5682,2,9,
5760,2017-07-01,2017-07-01 08:31,495.0,509.6,1178,250,397,232,396,1514.80,2812.05,1,648.63,1297.26,1095.71,6060,2,407,
5736,2017-07-01,2017-07-01 08:31,495.0,509.7,58,27,26,27,26,3125.51,3843.28,1,1301.45,717.77,0.00,5789,1,27,
5729,2017-07-01,2017-07-01 08:31,495.0,509.7,6059,497,9,497,9,4372.98,5098.67,1,4294.32,725.69,804.34,5732,1,497,
5928,2017-07-01,2017-07-01 08:36,500.0,509.7,860,107,397,107,397,1358.02,1358.02,1,1358.02,0.00,0.00,6001,1,107,
5874,2017-07-01,2017-07-01 08:35,499.0,509.7,4725,328,107,328,118,2535.30,2535.30,1,2535.30,0.00,757.14,5569,0,328,
4986,2017-07-01,2017-07-01 08:10,474.0,509.8,4416,348,236,348,244,9290.57,10651.11,1,7164.52,1360.55,0.00,5031,1,348,
5220,2017-07-01,2017-07-01 08:18,482.0,509.8,5283,596,48,601,61,7901.37,7901.37,1,7185.42,0.00,0.00,5174,0,596,
5722,2017-07-01,2017-07-01 08:31,495.0,509.8,3429,280,11,273,11,3921.01,4913.93,1,1016.34,992.92,0.00,5621,0,280,
5130,2017-07-01,2017-07-01 08:16,480.0,509.9,18674,511,84,513,82,6850.41,7932.45,1,561.02,1082.03,541.02,6062,2,82,
5837,2017-07-01,2017-07-01 08:34,498.0,509.9,3415,463,16,662,16,2739.20,3183.11,1,2456.84,443.91,726.27,5936,1,463,
5590,2017-07-01,2017-07-01 08:27,491.0,509.9,20228,2,508,39,508,5202.55,5202.55,0,,,,,,,
4858,2017-07-01,2017-07-01 08:06,470.0,509.9,14649,398,6,399,6,10491.78,10491.78,1,7761.95,0.00,716.07,4681,0,398,
5101,2017-07-01,2017-07-01 08:15,479.0,509.9,10320,12,33,12,33,8041.79,9460.40,1,1874.20,1418.61,936.18,5320,2,11,
5375,2017-07-01,2017-07-01 08:22,486.0,509.9,5782,596,535,601,535,4760.64,5722.72,1,1748.71,962.08,0.00,5369,0,596,
4940,2017-07-01,2017-07-01 08:09,473.0,510.0,83,27,68,282,7,8001.49,9493.14,1,6505.67,1491.65,0.00,5035,1,27,
5994,2017-07-01,2017-07-01 08:38,502.0,510.1,941,33,123,299,301,2282.03,2282.03,1,2282.03,0.00,0.00,5969,0,33,
5222,2017-07-01,2017-07-01 08:18,482.0,510.1,12930,274,609,281,610,6055.25,6550.70,1,1697.44,495.44,495.36,5963,2,594,
5657,2017-07-01,2017-07-01 08:29,493.0,510.1,2774,130,26,643,26,5310.08,5310.08,1,2184.57,0.00,0.00,5710,1,130,
5432,2017-07-01,2017-07-01 08:23,487.0,510.1,3026,224,204,216,574,7314.51,7314.51,1,5707.98,-0.00,0.00,5374,0,224,
5387,2017-07-01,2017-07-01 08:22,486.0,510.1,117,27,31,710,285,6820.80,6820.80,1,6820.80,0.00,0.00,5383,0,27,
5711,2017-07-01,2017-07-01 08:30,494.0,510.2,2096,10,471,520,42,3598.24,4329.07,1,2767.69,730.83,419.96,5836,2,8,
5968,2017-07-01,2017-07-01 08:37,501.0,510.2,210,68,32,68,32,2832.78,2832.78,1,2832.78,0.00,0.00,5945,0,68,
5903,2017-07-01,2017-07-01 08:35,499.0,510.2,3385,638,31,636,289,2382.03,2382.03,1,2382.03,0.00,420.00,5304,0,638,
6003,2017-07-01,2017-07-01 08:38,502.0,510.2,219,27,532,27,531,2595.22,2595.22,1,2595.22,0.00,0.00,6016,1,27,
6165,2017-07-01,2017-07-01 08:42,506.0,510.2,1370,596,394,596,394,1100.08,1100.08,1,1100.08,0.00,0.00,6154,0,596,
5879,2017-07-01,2017-07-01 08:35,499.0,510.3,2651,25,443,25,237,3217.59,3217.59,1,3217.59,0.00,520.49,5625,0,25,
5883,2017-07-01,2017-07-01 08:35,499.0,510.3,6046,25,274,253,274,3010.31,3010.31,1,3010.31,0.00,902.97,5794,0,25,
6044,2017-07-01,2017-07-01 08:39,503.0,510.3,1560,3,230,3,211,1142.84,1142.84,1,1142.84,0.00,995.95,5727,0,3,
5326,2017-07-01,2017-07-01 08:21,485.0,510.4,11775,33,501,299,501,6757.15,6757.15,1,5228.05,-0.00,520.21,5114,0,33,
5878,2017-07-01,2017-07-01 08:35,499.0,510.5,2321,9,141,225,141,2998.51,2998.51,1,2998.51,0.00,734.49,5806,0,9,
5777,2017-07-01,2017-07-01 08:32,496.0,510.5,2117,33,522,33,664,3235.17,3235.17,1,1360.02,0.00,0.00,6069,2,302,
5622,2017-07-01,2017-07-01 08:28,492.0,510.5,1786,314,328,314,57,4768.25,5488.78,1,2380.87,720.53,0.00,5624,1,314,
5422,2017-07-01,2017-07-01 08:23,487.0,510.5,11262,544,471,547,580,5042.16,6240.08,1,2191.64,1197.91,0.00,5451,1,544,
5246,2017-07-01,2017-07-01 08:19,483.0,510.5,8297,511,331,513,110,6748.35,6748.35,1,4895.35,0.00,0.00,5615,2,219,
5955,2017-07-01,2017-07-01 08:37,501.0,510.5,816,588,95,588,303,2015.17,2015.17,1,2015.17,0.00,0.00,6054,1,588,
5444,2017-07-01,2017-07-01 08:24,488.0,510.6,5831,80,439,88,440,3921.96,5387.47,1,1274.86,1465.50,814.09,5309,0,80,
6232,2017-07-01,2017-07-01 08:43,507.0,510.6,1192,224,522,224,519,796.90,796.90,1,796.90,0.00,0.00,6262,1,224,
6262,2017-07-01,2017-07-01 08:44,508.0,510.6,1192,224,522,224,519,796.90,796.90,1,796.90,0.00,0.00,6232,0,224,
5725,2017-07-01,2017-07-01 08:31,495.0,510.6,10330,383,443,383,237,3551.28,3551.28,1,2504.27,-0.00,1047.01,5810,1,383,
6037,2017-07-01,2017-07-01 08:39,503.0,510.6,8593,163,529,24,279,2057.89,2057.89,1,2057.89,0.00,0.00,5925,0,163,
4693,2017-07-01,2017-07-01 08:01,465.0,510.6,20256,721,348,721,348,13377.40,13572.86,1,4948.09,195.46,0.00,4647,0,721,
5798,2017-07-01,2017-07-01 08:33,497.0,510.7,10365,15,29,148,29,3575.16,3575.16,0,,,,,,,
5411,2017-07-01,2017-07-01 08:23,487.0,510.7,7513,588,501,324,501,6452.12,6452.12,1,6452.12,0.00,213.78,5152,0,588,
5935,2017-07-01,2017-07-01 08:36,500.0,510.8,11446,155,204,155,574,2629.51,2629.51,0,,,,,,,
5439,2017-07-01,2017-07-01 08:24,488.0,510.8,3274,588,107,324,107,5446.93,5898.64,1,2944.86,451.71,440.12,5699,2,211,
6173,2017-07-01,2017-07-01 08:42,506.0,510.8,1522,230,123,230,123,1154.72,1154.72,1,1154.72,0.00,0.00,6119,0,230,
5583,2017-07-01,2017-07-01 08:27,491.0,510.8,3263,224,723,224,723,4905.33,4905.33,1,4905.33,0.00,0.00,5689,1,224,
5380,2017-07-01,2017-07-01 08:22,486.0,510.9,3763,27,12,276,12,6449.61,7263.72,1,2149.17,814.12,913.32,5299,0,27,
5250,2017-07-01,2017-07-01 08:19,483.0,510.9,8945,663,265,663,265,7252.52,7718.95,1,1233.17,466.43,580.35,4694,0,663,
6047,2017-07-01,2017-07-01 08:39,503.0,511.0,6418,131,562,144,562,1492.72,1492.72,1,1492.72,0.00,482.33,5761,0,131,
5403,2017-07-01,2017-07-01 08:23,487.0,511.0,1864,663,68,663,7,4627.45,5490.72,1,999.00,863.28,673.20,6132,2,346,
6124,2017-07-01,2017-07-01 08:41,505.0,511.0,7663,250,107,232,248,748.92,748.92,1,748.92,0.00,0.00,6215,1,250,
